,id,lot_front,lot_area,overall_qual,age,remod_age,exter_qual,bsmt_qual,heating_qc,total_bsmt_sf,1st_flr_sf,gr_liv_area,kitchen_qual,garage_finish,fireplace_qu,total_bsmt_sf_class,neighborhood_class,gr_liv_area_class,sale_price,garage_area,bsmtfin_sf1,tot_rms_abv_grd
223,1393,69.05520046484602,13500,6,48,33,3,4,4,1602.0,1252,1252,3,2,4,0,0,0,235000.0,564.0,429.0,4
224,490,62.0,7750,7,10,9,3,4,5,384.0,774,1430,3,2,3,0,0,0,156000.0,400.0,0.0,7
225,542,60.0,12450,5,6,5,3,4,5,1114.0,1114,1114,4,1,0,0,0,0,153000.0,576.0,836.0,6
226,973,69.05520046484602,4500,6,10,10,3,5,5,1224.0,1224,1224,3,3,0,0,0,0,165000.0,402.0,883.0,5
227,1012,77.0,11198,9,3,1,4,4,5,1122.0,1134,2504,5,3,4,0,1,0,325000.0,656.0,0.0,11
228,2218,79.0,6221,5,66,57,3,3,5,728.0,760,1355,3,1,0,0,0,0,140000.0,528.0,533.0,5
229,2033,120.0,13200,6,44,44,3,3,2,741.0,1497,2294,3,1,4,0,0,0,202500.0,658.0,375.0,9
230,1071,65.0,8769,9,0,0,5,5,5,1702.0,1702,1702,5,3,4,1,1,0,367294.0,1052.0,1540.0,7
231,1583,85.0,10200,6,20,19,4,4,5,1461.0,1509,1509,4,2,2,0,0,0,175000.0,600.0,783.0,5
232,2858,60.0,9550,7,91,36,3,3,4,756.0,961,1717,4,1,4,0,0,0,140000.0,642.0,216.0,7
233,2265,42.0,10331,7,22,22,3,4,4,1265.0,1240,1240,4,1,0,0,0,0,174000.0,528.0,215.0,6
234,1088,59.0,9587,7,3,3,4,4,5,856.0,1166,1166,4,3,0,0,0,0,190000.0,400.0,655.0,5
235,698,90.0,9900,5,99,7,4,3,5,504.0,764,1464,3,0,0,0,0,0,129000.0,0.0,0.0,7
236,1896,69.05520046484602,22002,6,48,16,3,3,4,1592.0,1652,1652,4,2,4,0,0,0,200000.0,510.0,1386.0,6
237,628,100.0,13000,6,41,41,3,4,3,896.0,1182,2142,4,3,4,0,0,0,193500.0,509.0,448.0,8
238,1212,75.0,8250,6,44,44,3,4,5,1092.0,1092,1092,3,2,0,0,0,0,145000.0,504.0,787.0,6
239,2864,81.0,8170,7,77,56,4,3,5,1022.0,1122,1671,3,1,4,0,0,0,218000.0,451.0,526.0,7
240,2740,80.0,12048,5,54,4,3,0,4,0.0,1488,1488,3,2,5,0,0,0,135000.0,569.0,0.0,7
241,2560,89.0,10858,5,54,54,3,3,5,1444.0,1624,1624,3,2,4,0,0,0,146500.0,240.0,40.0,6
242,1716,61.0,7577,6,2,1,4,4,5,1362.0,1362,1362,4,2,4,0,1,0,194700.0,460.0,20.0,6
243,1130,62.0,7500,7,1,0,4,4,5,1218.0,1218,1218,4,3,0,0,0,0,230348.0,462.0,902.0,6
244,201,51.0,6120,6,87,60,3,2,3,1124.0,1068,1068,3,1,4,0,0,0,109500.0,288.0,960.0,5
245,2886,69.0,23580,6,27,27,3,4,3,1625.0,1625,1625,2,3,3,0,0,0,242500.0,576.0,776.0,6
246,2328,44.0,5306,7,19,19,4,4,4,1064.0,1064,1767,4,2,3,0,1,0,239000.0,504.0,495.0,5
247,2583,70.0,8092,6,52,6,3,3,5,1050.0,1050,1050,4,2,0,0,0,0,156000.0,286.0,824.0,6
248,1206,77.0,8593,4,51,51,3,3,5,907.0,907,907,3,1,0,0,0,0,109008.0,352.0,288.0,5
249,2242,64.0,11067,2,68,57,3,0,5,0.0,640,845,3,1,0,0,0,0,68104.0,256.0,0.0,4
250,1105,69.05520046484602,11929,8,13,13,4,4,5,1242.0,1251,2501,4,2,3,0,1,0,290000.0,751.0,0.0,9
251,121,90.0,9900,5,44,44,3,4,4,1209.0,1209,1209,3,2,0,0,0,0,159000.0,504.0,1059.0,6
252,1223,50.0,4882,4,71,58,3,3,3,348.0,453,906,3,1,0,0,0,0,87000.0,231.0,120.0,5
253,265,69.05520046484602,11423,8,9,8,4,4,5,1581.0,1601,1601,4,2,3,0,0,0,272000.0,670.0,1358.0,6
254,2813,65.0,8772,7,1,0,4,4,5,1336.0,1336,1336,4,1,0,0,0,0,198000.0,502.0,996.0,6
255,1294,63.0,7628,4,68,23,3,3,4,801.0,1095,1656,3,1,0,0,0,0,119164.0,440.0,0.0,8
256,2745,77.0,8335,5,52,52,3,0,4,0.0,1124,1124,3,0,4,0,0,0,93000.0,0.0,0.0,5
257,1094,71.0,8220,7,8,7,4,4,5,982.0,1008,1892,3,2,3,0,0,0,226750.0,431.0,544.0,8
258,651,107.0,10615,3,109,39,3,2,3,978.0,1014,1699,3,1,0,0,0,0,95000.0,420.0,440.0,7
259,198,50.0,6000,6,62,60,3,3,3,780.0,780,1416,3,1,0,0,0,0,139900.0,312.0,300.0,6
260,131,55.0,5350,3,70,44,3,3,5,728.0,1306,1306,2,0,0,0,0,0,76500.0,0.0,0.0,6
261,1258,60.0,5400,4,68,3,4,3,4,672.0,672,672,3,1,0,0,0,0,86900.0,308.0,0.0,4
262,1599,69.05520046484602,17979,5,40,40,3,3,5,1113.0,1160,1160,4,1,0,0,0,0,152500.0,257.0,785.0,6
263,1508,68.0,9520,4,55,55,3,4,3,911.0,930,930,3,2,0,0,0,0,99000.0,286.0,767.0,5
264,615,50.0,5330,4,69,59,2,3,4,420.0,708,708,2,0,0,0,0,0,82500.0,0.0,280.0,5
265,1815,50.0,8012,6,15,15,4,4,4,1575.0,1575,1575,4,2,0,0,0,0,179200.0,529.0,430.0,5
266,2712,75.0,9000,5,40,40,3,3,4,1059.0,1059,1059,3,3,0,0,0,0,142500.0,286.0,773.0,6
267,2051,62.0,14299,4,43,43,3,3,3,1005.0,1005,1005,3,1,0,0,0,0,115400.0,440.0,513.0,5
268,1863,69.05520046484602,7050,7,6,6,4,4,5,1057.0,1057,1929,4,3,3,0,0,0,226000.0,650.0,738.0,7
269,2510,30.0,3180,7,1,1,4,4,5,600.0,520,1200,4,2,0,0,0,0,144152.0,480.0,0.0,4
270,1069,112.0,16451,8,5,5,4,5,5,1765.0,1804,2690,4,3,4,1,1,1,370000.0,795.0,0.0,9
271,336,76.0,12887,5,26,26,3,4,3,833.0,833,833,4,1,0,0,0,0,149900.0,495.0,207.0,5
272,2417,105.0,15578,6,0,0,4,4,4,728.0,728,1456,3,2,0,0,0,0,172785.0,429.0,0.0,8
273,1962,60.0,7200,5,57,5,3,3,4,864.0,864,864,4,2,0,0,0,0,129000.0,720.0,398.0,5
274,372,48.0,17043,6,30,11,3,4,3,1362.0,1586,1586,3,1,3,0,0,0,181000.0,435.0,0.0,7
275,2578,125.0,10000,5,50,50,3,3,5,1058.0,1370,1370,3,2,3,0,0,0,148000.0,300.0,678.0,6
276,2824,75.0,8050,6,4,4,3,4,5,914.0,914,914,4,0,0,0,0,0,117250.0,0.0,475.0,4
277,471,43.0,3182,7,4,3,4,4,5,1373.0,1555,1555,4,3,3,0,0,0,192500.0,430.0,16.0,7
278,1544,24.0,1950,6,28,28,3,4,3,716.0,716,1556,3,3,3,0,0,0,151000.0,452.0,81.0,6
279,2141,70.0,7700,5,35,35,3,3,3,882.0,882,882,3,1,0,0,0,0,112500.0,461.0,138.0,5
280,2008,98.0,8731,5,87,57,3,3,3,915.0,1167,1167,3,1,4,0,0,0,144000.0,495.0,645.0,6
281,1075,89.0,8232,9,1,0,5,5,5,1800.0,1800,1800,5,2,4,1,1,0,370967.0,944.0,1204.0,6
282,34,24.0,2280,6,35,35,3,3,3,855.0,855,1456,4,1,3,0,0,0,149900.0,440.0,514.0,6
283,847,68.0,8935,7,7,7,4,4,5,831.0,831,1660,4,2,0,0,0,0,195000.0,493.0,0.0,7
284,1629,69.05520046484602,9125,7,15,15,3,4,4,384.0,812,1482,4,3,3,0,0,0,163900.0,392.0,0.0,7
285,2073,69.05520046484602,11075,6,23,23,3,4,5,1190.0,1522,1522,3,3,3,0,0,0,182000.0,552.0,299.0,7
286,960,113.0,13438,9,1,1,5,5,5,2190.0,2036,2036,5,3,5,1,0,0,410000.0,780.0,1758.0,9
287,955,82.0,11070,5,18,18,3,4,3,1582.0,1595,1595,3,1,0,0,0,0,152000.0,672.0,55.0,5
288,2476,65.0,7800,7,1,1,4,4,5,891.0,891,1686,4,3,0,0,0,0,184000.0,462.0,0.0,8
289,1590,78.0,7060,7,11,10,3,4,5,1344.0,1344,1344,3,3,0,0,0,0,206300.0,784.0,1309.0,8
290,2913,69.05520046484602,11836,5,36,36,3,3,3,1652.0,1652,1652,3,1,0,0,0,0,146500.0,928.0,149.0,8
291,149,60.0,8382,4,54,54,3,3,3,832.0,832,1337,3,1,0,0,0,0,108000.0,263.0,0.0,5
292,2525,102.0,10192,7,38,14,3,3,4,570.0,1222,1920,4,2,3,0,0,0,170000.0,487.0,0.0,8
293,1470,69.05520046484602,4426,6,4,4,4,4,5,848.0,848,848,4,2,0,0,0,0,145000.0,420.0,662.0,3
294,412,24.0,2280,7,34,34,3,4,3,1057.0,1055,1055,3,2,2,0,0,0,123000.0,440.0,435.0,4
295,1399,69.05520046484602,2887,6,12,11,3,4,5,1291.0,1291,1291,4,1,4,0,0,0,173000.0,431.0,1003.0,6
296,183,60.0,8520,6,82,7,3,3,4,624.0,720,720,3,1,0,0,0,0,105900.0,484.0,0.0,5
297,974,21.0,1596,4,36,36,3,4,3,462.0,526,988,3,1,0,0,0,0,91000.0,297.0,462.0,5
298,930,78.0,15600,5,60,4,3,3,2,1067.0,986,1523,2,1,3,0,0,0,158000.0,295.0,312.0,7
299,881,65.0,9313,7,5,5,4,4,5,864.0,864,1728,4,2,0,0,0,0,190000.0,572.0,0.0,7
300,1180,22.0,11064,8,13,13,4,4,5,1230.0,1239,1239,4,3,2,0,0,0,217500.0,477.0,560.0,4
301,1553,75.0,9000,5,50,50,3,3,4,1151.0,1151,1955,3,3,0,0,0,0,165500.0,356.0,330.0,7
302,928,75.0,12000,7,68,59,3,3,5,704.0,860,1564,2,1,4,0,0,0,174500.0,234.0,275.0,7
303,1512,62.0,7692,4,54,54,3,5,4,416.0,1204,1204,3,1,0,0,0,0,100000.0,312.0,0.0,6
304,3,81.0,14267,6,52,52,3,3,3,1329.0,1329,1329,4,1,0,0,0,0,172000.0,312.0,923.0,6
305,2140,75.0,9675,5,32,32,3,3,3,864.0,879,879,3,1,0,0,0,0,120000.0,440.0,330.0,5
306,553,60.0,8400,4,59,59,2,3,4,721.0,841,841,3,1,0,0,0,0,82000.0,294.0,0.0,4
307,2594,50.0,7500,6,59,56,3,3,5,784.0,900,1312,3,1,0,0,0,0,127000.0,649.0,0.0,6
308,1314,60.0,9600,6,91,58,3,4,2,735.0,1134,2058,3,1,4,0,0,0,129500.0,396.0,319.0,8
309,366,69.05520046484602,5814,8,25,25,4,4,4,1220.0,1360,1360,4,2,5,0,1,0,187500.0,565.0,1036.0,4
310,1462,69.05520046484602,14860,8,6,5,4,5,5,1778.0,1786,1786,4,2,4,1,0,0,300000.0,715.0,1538.0,6
311,2541,69.05520046484602,14803,6,35,35,3,3,4,825.0,1097,1993,3,2,4,0,0,0,190000.0,495.0,416.0,8
312,2088,50.0,7550,4,87,57,2,3,2,951.0,986,1362,3,1,0,0,0,0,96000.0,280.0,0.0,7
313,527,65.0,8125,7,3,2,4,4,5,1092.0,1112,1550,4,3,0,0,0,0,241000.0,438.0,812.0,7
314,1824,40.0,13673,5,45,45,3,3,3,1140.0,1696,1696,3,2,3,0,0,0,143900.0,349.0,0.0,8
315,2918,21.0,1533,4,36,36,3,3,3,546.0,546,1092,3,1,0,0,0,0,87550.0,286.0,408.0,5
316,49,61.0,7658,9,5,5,5,5,5,1752.0,1752,1752,5,2,4,1,1,0,319900.0,576.0,456.0,6
317,2332,63.0,12292,9,0,0,4,5,5,1094.0,1102,2473,4,3,4,0,1,0,356383.0,675.0,205.0,11
318,826,122.0,11923,9,2,2,4,5,5,1800.0,1800,1800,5,3,0,1,0,0,239000.0,702.0,0.0,7
319,1108,91.0,10010,7,15,14,4,4,5,1080.0,1108,2197,4,3,4,0,1,0,287500.0,783.0,228.0,9
320,2041,69.05520046484602,12358,5,66,57,3,3,3,720.0,854,1382,3,1,0,0,0,0,128500.0,660.0,360.0,7
321,57,63.0,8577,7,6,6,4,4,5,847.0,847,1733,4,3,4,0,0,0,185088.0,433.0,0.0,7
322,520,72.0,8640,7,1,1,4,4,5,1402.0,1402,1402,4,2,0,0,0,0,229800.0,625.0,0.0,7
323,2305,62.0,10447,5,23,23,3,3,3,864.0,887,887,3,2,0,0,0,0,124500.0,288.0,516.0,5
324,2533,80.0,9600,5,38,38,3,3,4,1051.0,1051,1051,3,2,0,0,0,0,142000.0,504.0,758.0,6
325,2852,69.0,4899,6,86,56,3,3,5,755.0,755,1510,3,1,0,0,0,0,149000.0,216.0,305.0,6
326,1198,87.0,9246,5,35,35,3,3,3,1656.0,1656,1656,3,1,0,0,0,0,135000.0,506.0,0.0,8
327,1681,69.05520046484602,4928,6,31,31,3,4,3,1078.0,958,958,3,2,3,0,0,0,128000.0,440.0,120.0,5
328,1773,69.05520046484602,12692,8,15,14,4,4,5,3200.0,3228,3228,4,2,4,1,1,1,430000.0,546.0,1231.0,10
329,1825,84.0,7476,5,39,39,3,3,3,1040.0,1040,1040,3,3,0,0,0,0,145000.0,686.0,812.0,5
330,2208,53.0,5362,5,97,4,3,3,5,661.0,661,1250,3,1,4,0,0,0,139000.0,552.0,0.0,8
331,1646,78.0,12090,6,23,4,3,4,5,585.0,1140,1868,3,3,3,0,0,0,178000.0,477.0,0.0,7
332,1060,96.0,12539,10,3,2,5,5,5,1620.0,1632,2790,5,3,5,0,1,1,460000.0,1150.0,1082.0,10
333,748,69.05520046484602,11888,6,93,15,3,3,4,844.0,1445,2134,4,1,0,0,0,0,214500.0,441.0,0.0,10
334,2846,69.05520046484602,7082,5,90,11,3,3,4,686.0,948,1928,3,0,0,0,0,0,160000.0,0.0,0.0,10
335,493,69.05520046484602,8755,7,10,10,4,4,5,992.0,1022,2060,4,2,3,0,0,0,214000.0,390.0,772.0,8
336,694,68.0,4080,6,74,11,3,3,4,901.0,861,1378,4,1,0,0,0,0,128900.0,162.0,0.0,6
337,2283,69.05520046484602,32463,4,46,32,3,3,5,1249.0,1622,1622,3,3,3,0,0,0,168000.0,1356.0,1159.0,7
338,1800,112.0,12217,8,0,0,4,5,5,955.0,955,1880,5,3,4,0,0,0,310013.0,880.0,745.0,8
339,1632,69.05520046484602,3696,8,21,21,4,4,5,1074.0,1088,1088,4,2,0,0,1,0,170000.0,461.0,0.0,5
340,2624,70.0,7560,5,47,47,3,3,3,1040.0,1040,1040,3,2,0,0,0,0,133700.0,286.0,369.0,6
341,2197,55.0,10592,6,84,11,3,3,3,602.0,900,1502,4,1,3,0,0,0,165000.0,180.0,0.0,7
342,1045,21.0,1680,6,37,37,3,3,3,483.0,483,987,3,1,0,0,0,0,89500.0,264.0,358.0,5
343,2549,75.0,10382,6,48,48,3,3,3,588.0,1095,1095,3,2,0,0,0,0,140000.0,264.0,513.0,6
344,2829,24.0,2522,7,2,2,4,4,5,970.0,970,1709,4,1,0,0,0,0,134000.0,380.0,0.0,7
345,2480,70.0,9370,6,14,13,4,4,5,836.0,844,1731,4,2,0,0,0,0,248500.0,462.0,758.0,7
346,2724,69.05520046484602,10246,4,41,5,3,3,5,648.0,960,960,3,1,0,0,0,0,145000.0,364.0,648.0,3
347,2352,85.0,11475,6,31,31,3,4,3,713.0,811,1552,3,2,3,0,0,0,179900.0,434.0,550.0,6
348,1783,75.0,9986,8,1,0,4,5,5,1795.0,1795,1795,4,2,4,1,0,0,147000.0,895.0,0.0,7
349,338,63.0,10475,5,19,19,3,4,4,624.0,624,1274,3,1,0,0,0,0,136000.0,576.0,458.0,6
350,196,50.0,6000,6,70,60,3,3,5,572.0,848,1196,3,1,4,0,0,0,128000.0,576.0,264.0,6
351,762,50.0,4280,4,63,8,3,2,5,560.0,704,704,2,1,0,0,0,0,88750.0,220.0,0.0,4
352,151,119.0,10895,5,55,55,3,3,3,972.0,972,972,3,1,0,0,0,0,122500.0,305.0,648.0,5
353,158,78.0,17503,6,62,60,3,3,3,912.0,912,1458,3,1,4,0,0,0,97500.0,330.0,0.0,6
354,2572,109.0,9723,6,43,43,3,3,3,1008.0,1008,1008,3,2,0,0,0,0,135000.0,430.0,0.0,5
355,1686,90.0,11694,9,0,0,5,5,5,1822.0,1828,1828,4,1,4,1,1,0,314813.0,774.0,48.0,9
356,943,105.0,8470,3,94,27,2,3,3,1013.0,1013,1526,2,0,0,0,0,0,85000.0,0.0,0.0,6
357,735,50.0,6000,6,72,9,4,3,3,698.0,786,1176,3,1,0,0,0,0,134900.0,624.0,0.0,4
358,2741,70.0,10519,5,51,7,3,3,4,1057.0,1057,1057,4,1,0,0,0,0,137000.0,288.0,0.0,6
359,1106,91.0,10437,8,13,13,4,4,5,2109.0,2113,2113,4,3,3,1,1,0,350000.0,839.0,1696.0,7
360,2375,65.0,7514,5,39,31,3,3,3,943.0,1387,1387,3,2,3,0,0,0,145000.0,300.0,373.0,6
361,1701,118.0,13654,9,2,1,4,5,5,1704.0,1722,2758,5,3,5,1,1,1,418000.0,814.0,0.0,9
362,2657,48.0,5747,3,86,56,3,3,4,798.0,840,840,2,1,0,0,0,0,64000.0,250.0,0.0,5
363,907,55.0,4500,5,77,9,3,3,5,793.0,848,1520,3,1,0,0,0,0,159434.0,281.0,182.0,6
364,1777,91.0,11830,8,0,0,4,4,5,1542.0,1542,1542,4,1,4,0,0,0,260261.0,852.0,1220.0,6
365,164,71.0,8520,5,58,58,3,3,2,910.0,910,1385,3,1,0,0,0,0,166000.0,720.0,507.0,6
366,1973,66.0,6760,5,45,45,3,3,3,896.0,936,936,3,2,1,0,0,0,130000.0,288.0,734.0,6
367,2857,51.0,6191,5,65,56,3,2,3,824.0,824,1288,3,1,0,0,0,0,112000.0,240.0,384.0,6
368,1208,80.0,8700,5,45,45,3,3,4,1120.0,1128,1128,3,2,0,0,0,0,155000.0,525.0,776.0,6
369,319,92.0,12003,8,1,0,4,5,5,774.0,774,1968,5,3,4,0,0,0,269500.0,680.0,0.0,8
370,2567,69.05520046484602,12700,6,42,42,3,3,3,1246.0,1246,1246,3,2,4,0,0,0,172000.0,441.0,939.0,6
371,2222,75.0,13125,7,67,23,3,3,3,800.0,960,1740,3,1,4,0,0,0,219500.0,240.0,410.0,6
372,2493,69.05520046484602,8638,5,43,43,3,3,4,925.0,925,925,3,1,0,0,0,0,133500.0,484.0,181.0,5
373,1757,76.0,9967,7,7,7,3,4,5,384.0,774,1430,3,2,3,0,0,0,170000.0,400.0,0.0,8
374,184,60.0,9600,8,110,7,4,3,3,930.0,930,1566,4,1,0,0,0,0,150000.0,288.0,0.0,7
375,1248,69.05520046484602,12774,5,55,55,3,3,3,984.0,950,950,3,1,0,0,0,0,130000.0,400.0,624.0,5
376,2574,70.0,8163,5,47,47,3,3,3,1144.0,1144,1144,3,2,3,0,0,0,143000.0,796.0,748.0,6
377,1215,90.0,9900,5,47,47,3,3,3,1114.0,1114,1114,3,2,0,0,0,0,140000.0,451.0,0.0,5
378,1614,95.0,13651,7,34,34,3,4,5,2223.0,2223,2223,3,3,4,1,0,0,244000.0,516.0,1880.0,8
379,2039,60.0,7200,5,87,11,3,3,3,530.0,581,1111,2,1,0,0,0,0,101000.0,288.0,0.0,6
380,2669,65.0,9750,5,48,48,3,3,5,960.0,960,960,3,1,0,0,0,0,125000.0,624.0,0.0,5
381,1005,73.0,11184,6,10,10,3,4,4,932.0,932,1633,3,3,3,0,0,0,183000.0,460.0,0.0,7
382,753,92.0,5520,6,97,59,3,3,5,755.0,929,2229,3,0,0,0,0,0,104000.0,0.0,0.0,8
383,1275,64.0,6390,6,54,54,3,3,3,936.0,984,984,3,1,0,0,0,0,112500.0,280.0,0.0,4
384,2350,79.0,10240,6,26,26,3,4,3,1686.0,1686,1686,3,1,3,0,0,0,207500.0,612.0,625.0,7
385,2762,78.0,9316,7,1,1,4,4,5,1614.0,1614,1614,4,3,4,0,0,0,225000.0,576.0,56.0,7
386,2788,60.0,7200,5,34,34,3,3,5,864.0,864,864,3,1,0,0,0,0,119900.0,297.0,437.0,5
387,2384,108.0,12228,7,0,0,4,5,5,1721.0,1740,1740,4,2,0,1,1,0,293000.0,874.0,0.0,8
388,2716,78.0,10335,5,38,13,3,3,4,1461.0,1721,1721,3,2,3,0,0,0,180000.0,440.0,570.0,7
389,313,69.05520046484602,12328,6,34,34,3,3,3,1012.0,1034,1034,3,1,0,0,0,0,169900.0,888.0,539.0,6
390,84,68.0,8930,6,32,32,3,0,3,0.0,1318,1902,3,1,0,0,0,0,112000.0,539.0,0.0,8
391,81,81.0,9672,6,26,25,3,4,3,1040.0,1097,1097,3,1,0,0,0,0,152000.0,480.0,338.0,6
392,2389,120.0,13975,9,1,0,4,4,5,1090.0,1117,2206,5,3,4,0,1,0,300000.0,670.0,0.0,10
393,280,94.0,7819,6,34,34,3,3,3,1029.0,1117,1117,3,1,3,0,0,0,107000.0,672.0,422.0,6
394,190,60.0,11340,4,125,60,3,3,4,777.0,1246,2290,3,1,0,0,0,0,122500.0,560.0,0.0,11
395,2371,21.0,1680,6,34,34,3,3,3,483.0,483,948,3,1,0,0,0,0,89000.0,264.0,276.0,5
396,213,65.0,6001,6,70,60,3,2,5,600.0,600,919,3,1,0,0,0,0,95000.0,231.0,368.0,5
397,1864,78.0,11700,6,39,39,3,3,5,912.0,1152,1152,3,2,0,0,0,0,143450.0,412.0,0.0,7
398,37,102.0,12858,9,1,0,5,5,5,1590.0,1627,2334,5,3,4,0,1,0,376162.0,751.0,0.0,10
399,146,73.0,9300,5,50,50,3,3,3,1268.0,1264,1264,3,1,4,0,0,0,167500.0,461.0,697.0,6
400,809,64.0,7018,5,30,30,3,4,3,1086.0,1224,1224,3,1,3,0,0,0,153337.0,528.0,1086.0,6
401,767,54.0,6629,6,84,59,3,3,3,672.0,697,1369,3,1,0,0,0,0,103600.0,300.0,551.0,6
402,262,75.0,10650,5,34,34,3,3,3,894.0,894,894,3,1,0,0,0,0,128200.0,308.0,182.0,5
403,101,69.05520046484602,2117,6,10,10,4,4,5,756.0,769,1573,4,1,0,0,0,0,177500.0,440.0,378.0,5
404,48,105.0,13650,8,8,8,4,4,5,1671.0,1687,2250,4,3,5,0,1,0,320000.0,756.0,578.0,7
405,489,42.0,8433,6,9,9,3,4,5,794.0,819,1514,3,3,3,0,0,0,190000.0,394.0,683.0,7
406,2369,21.0,1680,6,35,35,3,3,3,672.0,672,1218,3,0,0,0,0,0,91500.0,0.0,0.0,7
407,707,50.0,6000,5,55,55,3,3,3,811.0,811,1387,4,1,0,0,0,0,93000.0,256.0,0.0,7
408,1556,50.0,8500,4,88,58,3,3,3,649.0,649,1317,3,1,0,0,0,0,40000.0,250.0,0.0,6
409,2034,60.0,6882,6,93,1,3,3,3,684.0,773,1355,4,0,0,0,0,0,127000.0,0.0,0.0,7
410,308,66.0,8712,4,114,60,2,3,4,756.0,952,952,3,2,0,0,0,0,50138.0,330.0,0.0,5
411,2176,69.05520046484602,7917,6,31,31,3,3,3,1143.0,1113,1113,3,2,2,0,0,0,148000.0,504.0,751.0,6
412,1549,71.0,6900,5,68,53,3,3,5,740.0,778,778,3,3,4,0,0,0,120500.0,924.0,403.0,4
413,909,60.0,9900,6,69,59,3,3,3,778.0,944,1489,3,1,4,0,0,0,139500.0,240.0,0.0,7
414,892,86.0,13286,9,2,1,5,5,5,1698.0,1698,1698,5,3,4,0,0,0,320000.0,768.0,1234.0,8
415,2045,107.0,12888,7,70,27,3,3,3,1005.0,1262,2267,3,3,4,0,0,0,219000.0,498.0,288.0,7
416,2927,69.05520046484602,8885,5,23,23,3,4,3,864.0,902,902,3,1,0,0,0,0,131000.0,484.0,301.0,5
417,1732,62.0,8857,6,1,1,4,4,5,738.0,738,1495,4,2,4,0,0,0,171925.0,440.0,0.0,7
418,998,53.0,14137,5,12,11,4,4,4,1348.0,1384,1384,4,1,0,0,0,0,177900.0,404.0,450.0,7
419,2203,53.0,6720,6,86,57,3,3,3,585.0,851,1436,3,1,4,0,0,0,141500.0,228.0,0.0,7
420,356,60.0,7500,6,11,10,4,4,4,952.0,952,1636,3,3,3,0,0,0,191000.0,440.0,476.0,7
421,2475,63.0,13072,6,2,2,3,4,5,1158.0,1158,1158,4,1,0,0,0,0,158000.0,576.0,941.0,5
422,2264,67.0,10656,8,1,0,4,4,5,1638.0,1646,1646,4,2,4,0,0,0,248900.0,870.0,0.0,6
423,2201,60.0,7200,5,70,57,3,4,5,731.0,981,1768,4,1,3,0,0,0,175000.0,240.0,569.0,7
424,2545,80.0,8800,6,41,6,3,3,5,1187.0,1565,1565,4,2,3,0,0,0,185900.0,299.0,901.0,7
425,2660,60.0,10800,7,92,36,3,4,2,880.0,880,1768,3,1,3,0,0,0,163000.0,320.0,390.0,6
426,2882,50.0,9000,5,55,55,2,3,3,660.0,1060,1396,3,0,0,0,0,0,115000.0,0.0,0.0,8
427,1379,80.0,13014,6,30,30,3,3,3,1008.0,1096,1096,3,1,2,0,0,0,157500.0,484.0,528.0,6
428,491,69.05520046484602,15896,7,10,10,4,4,5,1177.0,1223,2312,4,3,3,0,0,0,245000.0,658.0,913.0,8
429,1002,41.0,5395,8,15,15,4,4,4,1337.0,1337,1337,4,2,3,0,1,0,180000.0,462.0,733.0,5
430,1848,69.05520046484602,5105,7,3,3,4,4,5,551.0,551,1102,4,1,0,0,0,0,148800.0,480.0,239.0,4
431,1455,75.0,9473,8,6,6,4,4,5,1128.0,1128,2031,4,2,4,0,0,0,237000.0,577.0,804.0,7
432,908,60.0,8400,2,89,59,3,3,3,290.0,438,438,2,1,0,0,0,0,60000.0,246.0,290.0,3
433,1490,64.0,12102,5,32,32,3,4,5,456.0,1033,1033,3,2,0,0,0,0,165000.0,504.0,456.0,6
434,1465,41.0,10905,7,5,5,4,4,5,1129.0,1129,2327,4,2,4,0,0,0,240000.0,596.0,0.0,9
435,1627,69.05520046484602,9556,7,15,14,3,4,4,1168.0,1187,1187,4,2,0,0,0,0,160000.0,420.0,0.0,6
436,2849,58.0,6430,6,61,56,3,3,3,780.0,816,1340,3,1,0,0,0,0,128000.0,440.0,780.0,6
437,1501,65.0,6040,4,53,53,3,0,3,0.0,1152,1152,2,0,0,0,0,0,82000.0,0.0,0.0,6
438,626,80.0,14695,6,43,1,3,3,4,1562.0,1567,1567,4,1,4,0,0,0,256000.0,542.0,1387.0,5
439,722,50.0,9000,7,89,21,3,3,5,650.0,832,1482,3,1,0,0,0,0,143000.0,324.0,624.0,7
440,2260,67.0,8368,7,1,0,4,4,5,1689.0,1689,1689,4,3,0,0,0,0,231713.0,433.0,0.0,7
441,1639,195.0,41600,5,38,17,3,4,3,1100.0,1424,1424,3,1,0,0,0,0,155000.0,828.0,1047.0,7
442,1603,59.0,6490,5,25,25,3,3,5,816.0,816,816,3,1,0,0,0,0,128500.0,264.0,534.0,4
443,1520,60.0,7290,7,87,58,3,3,5,1228.0,1424,1424,3,1,4,0,0,0,168000.0,312.0,0.0,7
444,1665,69.05520046484602,7472,7,35,3,3,3,4,725.0,725,1479,4,3,0,0,0,0,184000.0,484.0,626.0,7
445,2635,70.0,7000,5,44,44,3,3,3,1025.0,1025,1025,3,0,0,0,0,0,124000.0,0.0,953.0,6
446,581,69.05520046484602,11717,6,39,39,3,3,3,1442.0,1442,1442,3,2,3,0,0,0,185000.0,615.0,0.0,6
447,2435,106.0,11194,8,6,6,4,4,5,1406.0,1454,1936,4,2,3,0,0,0,230500.0,504.0,0.0,7
